camaraPk	senadoId	nome	codinomes	uf	UFNasc	partidoAtual	outrosPartidos	profissoes	cargos	legislaturas	excelenciasorg	veja	politicosorg	wiki	curriculo	foto	urlCamara	outros
			Alexandre Chiapetta de Azevedo												Empresario ex-genro de Joao Roberto Marinho			
			Alvaro Prata												Secretario de Inovação&nbsp;<a href=http://convergecom.com.br/teletime/23/05/2016/kassab-anuncia-os-nomes-dos-secretarios-na-nova-pasta/?noticiario=TT>http://convergecom.com.br/teletime/23/05/2016/kassab-anuncia-os-nomes-dos-secretarios-na-nova-pasta/?noticiario=TT</a>			
			Alyson Paulinelli												Coordenador do Ministério da Agricultura&nbsp;<a href=https://osdivergentes.com.br/ivanir-bortot/blairo-maggi-chama-ex-ministro-alysson-paulinelli-para-dar-solucao-ao-seguro-agricola/>https://osdivergentes.com.br/ivanir-bortot/blairo-maggi-chama-ex-ministro-alysson-paulinelli-para-dar-solucao-ao-seguro-agricola/</a>			
			Ana Carolina Borges Torrealba Affonso												Sócia do Grupo Libra, doadora para campanha de Temer			
			Andrade Gutierrez						Construtora						Construtora investigada na Lava-Jato			
			André Borges												Secretario de assuntos de telecomunicações&nbsp;<a href=http://convergecom.com.br/teletime/23/05/2016/kassab-anuncia-os-nomes-dos-secretarios-na-nova-pasta/?noticiario=TT>http://convergecom.com.br/teletime/23/05/2016/kassab-anuncia-os-nomes-dos-secretarios-na-nova-pasta/?noticiario=TT</a>			
			Andre Esteves												Ex-ceo do BTG, investigado na Lava-Jato<br>- <a href=https://pt.wikipedia.org/wiki/Andr%C3%A9_Esteves>Wikipedia</a><br>- <a href=http://www.tijolaco.com.br/blog/banqueiro-andre-esteves-pagou-campanha-de-cunha-presidencia-da-camara/>Tijolaço</a><br>- <a href=http://www1.folha.uol.com.br/poder/2016/04/1765058-andre-esteves-e-investigado-em-inquerito-de-cunha-na-lava-jato.shtml>Folha de SP</a><br>- <a href=http://blogs.oglobo.globo.com/lauro-jardim/post/fabio-cleto-detalha-relacao-entre-eduardo-cunha-e-andre-esteves.html>O Globo</a>			
			Antonio Loss												Presidente da Telebrás&nbsp;<a href=http://www.telesintese.com.br/antonio-loss-vai-presidir-teebras/>http://www.telesintese.com.br/antonio-loss-vai-presidir-teebras/</a>			
			Aratec Engenharia												Empresa controlada pelo ex-presidente da Eletronuclear, almirante Othon Luiz Pinheiro da Silva.&nbsp;<a href=http://politica.estadao.com.br/blogs/fausto-macedo/novo-delator-confessa-repasse-de-r-765-mil-para-almirante-da-eletronuclear/>http://politica.estadao.com.br/blogs/fausto-macedo/novo-delator-confessa-repasse-de-r-765-mil-para-almirante-da-eletronuclear/</a>			
			Argeplan						Construtora						Construtora de amigo de Temer <a href=http://epoca.globo.com/tempo/noticia/2016/05/pm-amigo-de-temer-acumulou-fortuna-estimada-em-r-15-milhoes-em-imoveis.html>http://epoca.globo.com/tempo/noticia/2016/05/pm-amigo-de-temer-acumulou-fortuna-estimada-em-r-15-milhoes-em-imoveis.html</a>			
			Auguri Empreendimentos Ltda												Empresa usada por Julio Camargo como fachada para lavar dinheiro do esquema instalado na estatal e para repassar propinas a políticos e dirigentes da Petrobrás.&nbsp;<a href=http://politica.estadao.com.br/blogs/fausto-macedo/operador-de-propina-da-lava-jato-doou-r-50-mil-a-campanha-de-jaques-wagner-em-2006/>http://politica.estadao.com.br/blogs/fausto-macedo/operador-de-propina-da-lava-jato-doou-r-50-mil-a-campanha-de-jaques-wagner-em-2006/</a>			
			Banco Original												Banco digital, do grupo J&amp;F&nbsp;<a href=http://economia.estadao.com.br/noticias/negocios,banco-original--do-grupo-jef--chega-ao-varejo-com-operacao-100-digital,10000023620>http://economia.estadao.com.br/noticias/negocios,banco-original--do-grupo-jef--chega-ao-varejo-com-operacao-100-digital,10000023620</a>			
			C3 Produções												Empresa de Claudia Cruz, esposa de Eduardo Cunha			
			Camargo Corrêa						Construtora			http://veja.abril.com.br/infograficos/rede-escandalos/perfil/camargo-correa.shtml?scrollto=conteudo-rede			Construta envolvida na Lava-Jato			
			CBF												Confederacao brasileira de futebol&nbsp;<a href=https://pt.wikipedia.org/wiki/Confedera%C3%A7%C3%A3o_Brasileira_de_Futebol>https://pt.wikipedia.org/wiki/Confedera%C3%A7%C3%A3o_Brasileira_de_Futebol</a>&nbsp;<a href=http://www.cartacapital.com.br/sociedade/pf-investiga-contratos-da-globo-com-a-cbf-diz-site-4072.html>http://www.cartacapital.com.br/sociedade/pf-investiga-contratos-da-globo-com-a-cbf-diz-site-4072.html</a>			
			Celso Perioli												Secretario nacional de seguranca publica&nbsp;<a href=http://www.valor.com.br/politica/4606421/celso-perioli-e-o-novo-secretario-nacional-de-seguranca-publica>http://www.valor.com.br/politica/4606421/celso-perioli-e-o-novo-secretario-nacional-de-seguranca-publica</a>			
			Carlinhos Cachoeira									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/carlinhos-cachoeira.shtml?scrollto=conteudo-rede			Empresário supostamente ligado ao jogo do bicho e investigado pela Operação Saqueador <a href=https://pt.wikipedia.org/wiki/Carlinhos_Cachoeira>https://pt.wikipedia.org/wiki/Carlinhos_Cachoeira</a>			
			Charles Koch												Empresários de petróleo americanos e ativistas liberais, fundadores da organização Students for Liberty <a href=http://colunaesplanada.blogosfera.uol.com.br/2016/05/04/koch-brothers-querem-serra-no-itamaraty-com-perfil-neoliberal/>http://colunaesplanada.blogosfera.uol.com.br/2016/05/04/koch-brothers-querem-serra-no-itamaraty-com-perfil-neoliberal/</a>			
			Claudia Cruz											https://pt.wikipedia.org/wiki/Cl%C3%A1udia_Cruz				
			Cone S.A.												Empresa de PE investigada na Operacao Sepsis			
			Confederal Vigilância e Transporte de Valores												Empresa Prestadora de Serviços de Vigilância e Transporte de Valores			
			Dante Funaro												Irmao de Lucio Funaro, investigado na Lava-Jato.&nbsp;<a href=http://cultura.estadao.com.br/blogs/direto-da-fonte/familia-4/>http://cultura.estadao.com.br/blogs/direto-da-fonte/familia-4/</a>			
			David Koch												Empresários de petróleo americanos e ativistas liberais, fundadores da organização Students for Liberty <a href=http://colunaesplanada.blogosfera.uol.com.br/2016/05/04/koch-brothers-querem-serra-no-itamaraty-com-perfil-neoliberal/>http://colunaesplanada.blogosfera.uol.com.br/2016/05/04/koch-brothers-querem-serra-no-itamaraty-com-perfil-neoliberal/</a>			
			Delta						Construtora						Construtora investigada pela Operação Saqueador			
			Diogo Mainardi												Escritor, ex-colunista da Veja e comentarista no programa Manhattan Connection&nbsp;<a href=https://pt.wikipedia.org/wiki/Diogo_Mainardi>https://pt.wikipedia.org/wiki/Diogo_Mainardi</a>			
			Edificio Lugano												Itaim Bibi, Sao Paulo/SP			
			Eduardo Azevedo												Secretário de Planejamento e Desenvolvimento Energético <a href=http://exame.abril.com.br/brasil/noticias/luiz-augusto-barroso-e-confirmado-novo-presidente-da-epe>http://exame.abril.com.br/brasil/noticias/luiz-augusto-barroso-e-confirmado-novo-presidente-da-epe</a>			
			Eldorado												Empresa de celulose da J&amp;F, tb dona do grupo JBS investigada na Lava-Jato&nbsp;<a href=http://www.valor.com.br/politica/4621083/lava-jato-mira-eldorado-de-joesley-batista-e-doleiro-ligado-cunha>http://www.valor.com.br/politica/4621083/lava-jato-mira-eldorado-de-joesley-batista-e-doleiro-ligado-cunha</a>			
			Elsinho Mouco												Marketeiro do PMDB <a href=http://jornalggn.com.br/noticia/elsinho-mouco-o-marqueteiro-de-temer>http://jornalggn.com.br/noticia/elsinho-mouco-o-marqueteiro-de-temer</a> <a href=http://www.marrapa.com/saiba-quem-e-elsinho-mouco-o-marqueteiro-de-edinho/>http://www.marrapa.com/saiba-quem-e-elsinho-mouco-o-marqueteiro-de-edinho/</a>			
			Elton Zacarias												Secretario executivo <a href=http://convergecom.com.br/teletime/24/05/2016/zacarias-e-nomeado-para-a-secretaria-executiva-do-ministerio-da-ciencia-tecnologia-inovacoes-e-comunicacoes/?noticiario=TT>http://convergecom.com.br/teletime/24/05/2016/zacarias-e-nomeado-para-a-secretaria-executiva-do-ministerio-da-ciencia-tecnologia-inovacoes-e-comunicacoes/?noticiario=TT</a>			
			Empiricus Research												Consultoria financeira&nbsp;<a href=http://jornalggn.com.br/noticia/processado-pela-sec-socio-dos-eua-inspirou-marketing-anti-dilma-de-consultoria>http://jornalggn.com.br/noticia/processado-pela-sec-socio-dos-eua-inspirou-marketing-anti-dilma-de-consultoria</a>			
			Engevix						Construtora						Construtora investigada na Lava-Jato			
			Estre Ambiental												Empresa citada na Lava-Jato<br>- <a href=http://blogs.oglobo.globo.com/lauro-jardim/post/fabio-cleto-detalha-relacao-entre-eduardo-cunha-e-andre-esteves.html>O Globo</a>			
			Ewerton Giovanni dos Santos												Diretor de Desenvolvimento de Projetos do Incra&nbsp;<a href=http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548>http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548</a>			
			Fabio Cleto												Ex-vice-presidente de fundos de Governo e loterias da Caixa&nbsp;<a href=http://brasil.elpais.com/brasil/2016/07/01/politica/1467400022_013643.html>http://brasil.elpais.com/brasil/2016/07/01/politica/1467400022_013643.html</a>			
			Fazenda Esmeralda												Fazenda em Duartina/SP http://politica.estadao.com.br/noticias/geral,mst-mantem-invasao-em-fazenda-de-amigo-de-temer,10000050241			
			Felipe Miranda												Economista fundador da Empiricus, autor do relatorio O fim do Brasil.&nbsp;<a href=http://www.sulconnection.com.br/noticias/3399/empiricus-estabelece-parceria-com-o-mbl>http://www.sulconnection.com.br/noticias/3399/empiricus-estabelece-parceria-com-o-mbl</a>			
			Fernanda Tedeschi												Cunhada de Michel Temer&nbsp;<a href=http://ego.globo.com/Gente/Noticias/0,,MUL1675086-9798,00-IRMA+DE+MARCELA+TEMER+POSA+SEMINUA+EM+PREVIA+DE+SEU+ENSAIO+PARA+A+PLAYBOY.html>http://ego.globo.com/Gente/Noticias/0,,MUL1675086-9798,00-IRMA+DE+MARCELA+TEMER+POSA+SEMINUA+EM+PREVIA+DE+SEU+ENSAIO+PARA+A+PLAYBOY.html</a>			
			FI-FGTS												Fundo de Investimento do FGTS gerido pela Caixa investigado na Operacao Sepsis&nbsp;<a href=http://istoe.com.br/janot-diz-que-80-dos-recursos-em-escandalo-envolvendo-fi-fgts-ficavam-com-cunha/>http://istoe.com.br/janot-diz-que-80-dos-recursos-em-escandalo-envolvendo-fi-fgts-ficavam-com-cunha/</a>			
			Fibria												Empresa de celulose			
			Flavio Barra												Ex-diretor da Andrade Gutierrez investigado na Lava-Jato&nbsp;<a href=https://pt.wikipedia.org/wiki/Fl%C3%A1vio_David_Barra>https://pt.wikipedia.org/wiki/Fl%C3%A1vio_David_Barra</a>			
			Funcef												Fundo de pensão dos funcionários da Caixa&nbsp;<a href=https://pt.wikipedia.org/wiki/Funda%C3%A7%C3%A3o_dos_Economi%C3%A1rios_Federais>https://pt.wikipedia.org/wiki/Funda%C3%A7%C3%A3o_dos_Economi%C3%A1rios_Federais</a>			
			Geraldo Magela F. da Rocha												Empresário que confessou ser laranja de Romero Jucá&nbsp;<a href=http://blogs.ne10.uol.com.br/jamildo/2016/05/21/empresario-diz-a-pf-que-aceitou-ser-laranja-de-juca-em-emissora-de-tv/>http://blogs.ne10.uol.com.br/jamildo/2016/05/21/empresario-diz-a-pf-que-aceitou-ser-laranja-de-juca-em-emissora-de-tv/</a>			
			Gerdau												Empresa siderurgica brasileira investigada na Zelotes&nbsp;<a href=http://congressoemfoco.uol.com.br/noticias/pf-indica-que-juca-alterou-mp-para-beneficiar-gerdau/>http://congressoemfoco.uol.com.br/noticias/pf-indica-que-juca-alterou-mp-para-beneficiar-gerdau/</a>			
			Gilmar Mendes						Juiz do STF e presidente do TRE						Juiz do STF e presidente do TRE&nbsp;<a href=https://pt.wikipedia.org/wiki/Gilmar_Mendes>https://pt.wikipedia.org/wiki/Gilmar_Mendes</a>			
			Gilmar Pereira Campos												Ex-funcionário da Camargo Correa investigado na Operação Turbulência			
			Gol Linhas Aereas												Empresa de aviação brasileira			
			Grupo JC												Grupo Jornal da Cidade de Rio Claro/SP.			
			Grupo Libra												Empresa doadora da campanha de Temer&nbsp;<a href=http://politica.estadao.com.br/noticias/geral,grupo-doador-de-campanha-de-temer-recebe-beneficio-de-aliado-em-porto,10000006082>http://politica.estadao.com.br/noticias/geral,grupo-doador-de-campanha-de-temer-recebe-beneficio-de-aliado-em-porto,10000006082</a>			
			Fernando Cavendish									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/fernando-cavendish.shtml?scrollto=conteudo-rede			Ex-presidente da Construtora Delta			
			Gustavo do Vale Rocha												Subchefe para Assuntos Jurídicos da Casa Civil&nbsp;<a href=http://politica.estadao.com.br/blogs/fausto-macedo/temer-nomeia-advogado-de-eduardo-cunha-para-juridico-da-casa-civil/>http://politica.estadao.com.br/blogs/fausto-macedo/temer-nomeia-advogado-de-eduardo-cunha-para-juridico-da-casa-civil/</a>			
			Henrique Constantino												Empresario, fundador da GOL, filho de Nene Constantino.&nbsp;<a href=http://politica.estadao.com.br/blogs/coluna-do-estadao/henrique-constantino-e-alvo-da-operacao-sepsis-da-pf/>http://politica.estadao.com.br/blogs/coluna-do-estadao/henrique-constantino-e-alvo-da-operacao-sepsis-da-pf/</a>			
			Hypermarcas												Empresa de produtos de consumo			
			IDP												Instituto Brasiliense de Direito Publico&nbsp;<a href=http://jornalggn.com.br/noticia/o-verdadeiro-temor-de-gilmar-mendes>http://jornalggn.com.br/noticia/o-verdadeiro-temor-de-gilmar-mendes</a>			
			Ilan Goldfajn												Presidente do Banco Central			
			Itatiba Consultoria												Empresa acusada na Lava-Jato de ser de propriedade do senador Romero Jucá&nbsp;<a href=http://congressoemfoco.uol.com.br/noticias/empresa-suspeita-de-ligacao-com-juca-recebeu-r-30-milhoes-de-empreiteiras/>http://congressoemfoco.uol.com.br/noticias/empresa-suspeita-de-ligacao-com-juca-recebeu-r-30-milhoes-de-empreiteiras/</a>			
			J. Hawilla												Empresário e jornalista, réu delator na investigação do FBI sobre desvios na Fifa&nbsp;<a href=https://pt.wikipedia.org/wiki/Jos%C3%A9_Hawilla>https://pt.wikipedia.org/wiki/Jos%C3%A9_Hawilla</a>			
			J&F												Empresa proprietária da JBS e Eldorado Brasil (celulose).&nbsp;<a href=http://tribunadainternet.com.br/meirelles-tenta-comprar-silencio-da-midia-no-caso-da-friboi/>http://tribunadainternet.com.br/meirelles-tenta-comprar-silencio-da-midia-no-caso-da-friboi/</a>			
			Jarbas Valente												Diretor técnico operacional da Telebras&nbsp;<a href=http://convergecom.com.br/teletime/21/07/2016/antonio-loss-vai-substituir-jorge-bittar-na-telebras/?noticiario=TT>http://convergecom.com.br/teletime/21/07/2016/antonio-loss-vai-substituir-jorge-bittar-na-telebras/?noticiario=TT</a>			
			JBS												Empresa brasileira de processamento de carnes, maior do mundo.&nbsp;<a href=https://en.wikipedia.org/wiki/JBS_S.A.>https://en.wikipedia.org/wiki/JBS_S.A.</a>			
			Jeferson Coriteac												Secretário adjunto da Secretaria de Agricultura Familiar&nbsp;<a href=http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548>http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548</a>			
			JFG Incorporações												Empresa de Junior Friboi&nbsp;<a href=http://www.opopular.com.br/editorias/noticias/economia/a-volta-de-j%C3%BAnior-friboi-ao-mundo-dos-neg%C3%B3cios-1.946155>http://www.opopular.com.br/editorias/noticias/economia/a-volta-de-j%C3%BAnior-friboi-ao-mundo-dos-neg%C3%B3cios-1.946155</a>			
			Joao Baptista Lima Filho												Amigo de Temer&nbsp;<a href=http://epoca.globo.com/tempo/noticia/2016/05/pm-amigo-de-temer-acumulou-fortuna-estimada-em-r-15-milhoes-em-imoveis.html>http://epoca.globo.com/tempo/noticia/2016/05/pm-amigo-de-temer-acumulou-fortuna-estimada-em-r-15-milhoes-em-imoveis.html</a>			
			João Carlos Lyra												Empresário investigado na Operação Turbulência			
			Joao Roberto Marinho												Empresario, herdeiro de Roberto Marinho e um dos donos da Rede Globo.&nbsp;<a href=https://pt.wikipedia.org/wiki/Jo%C3%A3o_Roberto_Marinho>https://pt.wikipedia.org/wiki/Jo%C3%A3o_Roberto_Marinho</a>			
			Joesley Batista												Proprietario da J&amp;F&nbsp;<a href=https://pt.wikipedia.org/wiki/Joesley_Batista>https://pt.wikipedia.org/wiki/Joesley_Batista</a>			
			Johnny Saad												Dono da Rede Bandeirantes de TV&nbsp;<a href=http://www.brasil247.com/pt/247/midiatech/224744/Barbara-Gancia-diz-que-Johnny-Saad-a-demitiu-da-Band-para-proteger-Cunha.htm>http://www.brasil247.com/pt/247/midiatech/224744/Barbara-Gancia-diz-que-Johnny-Saad-a-demitiu-da-Band-para-proteger-Cunha.htm</a>			
			José Antunes Sobrinho												Dono da Engevix, investigado na Lava-Jato&nbsp;<a href=http://epoca.globo.com/tempo/noticia/2016/05/pm-amigo-de-temer-acumulou-fortuna-estimada-em-r-15-milhoes-em-imoveis.html>http://epoca.globo.com/tempo/noticia/2016/05/pm-amigo-de-temer-acumulou-fortuna-estimada-em-r-15-milhoes-em-imoveis.html</a>			
			José Ricardo Ramos Roseno												Secretário especial de Agricultura Familiar do Incra&nbsp;<a href=http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548>http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548</a>			
			Júlio Camargo												Lobista, réu e delator na Lava-Jato&nbsp;<a href=http://www.valor.com.br/politica/3891362/julio-camargo-diz-ter-pago-r-12-milhoes-ex-diretor-da-petrobras>http://www.valor.com.br/politica/3891362/julio-camargo-diz-ter-pago-r-12-milhoes-ex-diretor-da-petrobras</a>&nbsp;<a href=http://politica.estadao.com.br/blogs/fausto-macedo/operador-de-propina-da-lava-jato-doou-r-50-mil-a-campanha-de-jaques-wagner-em-2006/>http://politica.estadao.com.br/blogs/fausto-macedo/operador-de-propina-da-lava-jato-doou-r-50-mil-a-campanha-de-jaques-wagner-em-2006/</a>			
			Kim Kataguiri												Lider do MBL e colunista da Folha de SP <a href=https://en.wikipedia.org/wiki/Kim_Kataguiri>https://en.wikipedia.org/wiki/Kim_Kataguiri</a>&nbsp;<a href=http://www1.folha.uol.com.br/colunas/monicabergamo/2016/03/1744822-kim-kataguiri-do-mbl-e-aprovado-no-vestibular-de-direito.shtml>http://www1.folha.uol.com.br/colunas/monicabergamo/2016/03/1744822-kim-kataguiri-do-mbl-e-aprovado-no-vestibular-de-direito.shtml</a>			
			Lagoon												Galeria com lojas e cinemas anexo ao Estadio de Remo da Lagoa Rodrigo de Freitas <a href=http://www.lagoon.com.br/>http://www.lagoon.com.br/</a>. <a href=http://www.viomundo.com.br/denuncias/genro-de-joao-roberto-marinho.html>http://www.viomundo.com.br/denuncias/genro-de-joao-roberto-marinho.html</a>			
			Leandro Góes Silva												Presidente do Incra&nbsp;<a href=http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548>http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548</a>			
			Léo Pinheiro												Ex-presidente da OAS, delator na Lava-Jato			
			Link Projetos e Participações												Empresa investigada na Lava-Jato			
			Luiz Augusto Nobrega Barroso												Presidente da EPE Empresa Pesquisa Energética <a href=http://exame.abril.com.br/brasil/noticias/luiz-augusto-barroso-e-confirmado-novo-presidente-da-epe>http://exame.abril.com.br/brasil/noticias/luiz-augusto-barroso-e-confirmado-novo-presidente-da-epe</a>			
			Luiz Claudio Souza Macedo												Diretor administrativo da Agência Nacional de Assistência Técnica e Extensão Rural (Anater)&nbsp;<a href=http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548>http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548</a>			
			Marcela Temer												Esposa de Michel Temer&nbsp;<a href=http://veja.abril.com.br/brasil/marcela-temer-bela-recatada-e-do-lar/>http://veja.abril.com.br/brasil/marcela-temer-bela-recatada-e-do-lar/</a>			
			Marco Antonio Severo Silva												Diretor do Departamento Penitenciario Nacional <a href=http://istoe.com.br/luiz-barroso-assume-presidencia-da-epe-e-alexandre-cabral-a-casa-da-moeda/>http://istoe.com.br/luiz-barroso-assume-presidencia-da-epe-e-alexandre-cabral-a-casa-da-moeda/</a>&nbsp;<a href=http://colunaesplanada.blogosfera.uol.com.br/tag/antonio-severo/>http://colunaesplanada.blogosfera.uol.com.br/tag/antonio-severo/</a>			
			Marco Aurelio de Azevedo												Representante da Shiraz Participacoes e procurador de Alexandre Chiapetta&nbsp;<a href=http://www.tijolaco.com.br/blog/que-feio-dr-joao-roberto-o-senhor-sabia-de-tudo-e-vai-notificar-blogueiros/>http://www.tijolaco.com.br/blog/que-feio-dr-joao-roberto-o-senhor-sabia-de-tudo-e-vai-notificar-blogueiros/</a>			
			Marcos Jose Dubeaux												Empresario dono da Cone S.A., investigado na Operacao Sepsis.&nbsp;<a href=http://noeliabritoblog.blogspot.com.br/2016/07/delacao-de-fabio-cleto-confirma-nossa.html>http://noeliabritoblog.blogspot.com.br/2016/07/delacao-de-fabio-cleto-confirma-nossa.html</a>			
			Marcos Roberto Dubeaux												Empresario dono da Cone S.A., investigado na Operacao Sepsis.&nbsp;<a href=http://noeliabritoblog.blogspot.com.br/2016/07/delacao-de-fabio-cleto-confirma-nossa.html>http://noeliabritoblog.blogspot.com.br/2016/07/delacao-de-fabio-cleto-confirma-nossa.html</a>			
			Margrit Dutra Schmidt												Funcionária irregular no senado&nbsp;<a href=http://noticias.uol.com.br/ultimas-noticias/agencia-estado/2016/02/19/irma-de-mirian-dutra-e-funcionaria-irregular-de-serra.htm>http://noticias.uol.com.br/ultimas-noticias/agencia-estado/2016/02/19/irma-de-mirian-dutra-e-funcionaria-irregular-de-serra.htm</a>			
			Maximiliano Martinhão												Secretario de Inclusão Digital e Internet <a href=http://convergecom.com.br/teletime/23/05/2016/kassab-anuncia-os-nomes-dos-secretarios-na-nova-pasta/?noticiario=TT>http://convergecom.com.br/teletime/23/05/2016/kassab-anuncia-os-nomes-dos-secretarios-na-nova-pasta/?noticiario=TT</a>			
			Michel Temer Filho												Filho de Michel Temer&nbsp;<a href=http://politica.estadao.com.br/noticias/geral,filho-de-7-anos-de-temer-tem-r-2-milhoes-em-imoveis,10000054086>http://politica.estadao.com.br/noticias/geral,filho-de-7-anos-de-temer-tem-r-2-milhoes-em-imoveis,10000054086</a>			
			Miriam Dutra Schmidt												Ex-amante de FHC <a href=http://oglobo.globo.com/brasil/ex-amante-de-fernando-henrique-depoe-pf-em-sao-paulo-19036590>http://oglobo.globo.com/brasil/ex-amante-de-fernando-henrique-depoe-pf-em-sao-paulo-19036590</a>			
			Mossack & Fonseca												Empresa panamenha que auxilia a abertura de off-shores em paraisos fiscais, investigada pela Lava-Jato na operação Triplo X. <a href=https://en.wikipedia.org/wiki/Mossack_Fonseca>https://en.wikipedia.org/wiki/Mossack_Fonseca</a>			
			Nelson Mello												Ex-executivo da Hypermarcas investigado na Lava-Jato			
			João Pedro de Moura									http://veja.abril.com.br/infograficos/rede-escandalos/perfil/joao-pedro-de-moura.shtml?scrollto=conteudo-rede			Ex-conselheiro do BNDES investigado a Operação Santa Tereza&nbsp;<a href=http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-vira-reu-no-stf-acusado-de-desviar-dinheiro-do-bndes,1758516>http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-vira-reu-no-stf-acusado-de-desviar-dinheiro-do-bndes,1758516</a>			
			Nutrimental												Empresa de suplementos alimentares com sede em Sao Jose dos Pinhais/PR.			
			O Antagonista												Site de noticias e ativismo&nbsp;<a href=http://www.oantagonista.com/comunicado>http://www.oantagonista.com/comunicado</a>			
			OAS						Construtora						Construtora investigada na Lava-Jato			
			Odebrecht						Construtora						Construtora investigada na Lava-Jato			
			Paula Marinho Azevedo												Filha de Joao Roberto Marinho&nbsp;			
			Paulo Pedrosa												Secretário executivo <a href=http://g1.globo.com/economia/noticia/2016/05/paulo-pedrosa-sera-numero-2-do-ministerio-de-minas-e-energia.html>http://g1.globo.com/economia/noticia/2016/05/paulo-pedrosa-sera-numero-2-do-ministerio-de-minas-e-energia.html</a>			
			Paulo Rogério Caffarell												Presidente do BB&nbsp;<a href=http://g1.globo.com/economia/noticia/2016/05/fazenda-anuncia-gilberto-occhi-para-caixa-e-paulo-caffarelli-para-o-bb.html>http://g1.globo.com/economia/noticia/2016/05/fazenda-anuncia-gilberto-occhi-para-caixa-e-paulo-caffarelli-para-o-bb.html</a>			
			Petros												Fundo de pensão dos funcionarios da Petrobras&nbsp;<a href=http://economia.estadao.com.br/noticias/geral,maior-fundo-dopetros-tera-rombode-r-20-bilhoes,10000003252>http://economia.estadao.com.br/noticias/geral,maior-fundo-dopetros-tera-rombode-r-20-bilhoes,10000003252</a>			
			PGR												Procuradoria Geral da República			
			Piemonte Empreendimentos Ltda												Empresa usada por Julio Camargo como fachada para lavar dinheiro do esquema instalado na estatal e para repassar propinas a políticos e dirigentes da Petrobrás.&nbsp;<a href=http://politica.estadao.com.br/blogs/fausto-macedo/operador-de-propina-da-lava-jato-doou-r-50-mil-a-campanha-de-jaques-wagner-em-2006/>http://politica.estadao.com.br/blogs/fausto-macedo/operador-de-propina-da-lava-jato-doou-r-50-mil-a-campanha-de-jaques-wagner-em-2006/</a>			
			Policarpo Junior												Redator chefe da Revista Veja, acusado de fazer parceria com Carlinhos Cachoeira&nbsp;<a href=http://www.cartacapital.com.br/politica/veja-e-cachoeira-as-provas-definitivas-da-parceria>http://www.cartacapital.com.br/politica/veja-e-cachoeira-as-provas-definitivas-da-parceria</a>			
			Publica Comunicacao												Agencia de marketing <a href=http://epoca.globo.com/tempo/expresso/noticia/2016/06/empresa-de-marqueteiro-do-pmdb-recebeu-r-12-milhao-por-servicos-ao-partido.html>http://epoca.globo.com/tempo/expresso/noticia/2016/06/empresa-de-marqueteiro-do-pmdb-recebeu-r-12-milhao-por-servicos-ao-partido.html</a>			
			Renan Antonio Ferreira dos Santos												Coordenador nacional do MBL&nbsp;<a href=http://noticias.uol.com.br/politica/ultimas-noticias/2016/05/08/mbl-sofre-acao-de-despejo-e-um-de-seus-lideres-tem-divida-de-r-44-milhoes.htm>http://noticias.uol.com.br/politica/ultimas-noticias/2016/05/08/mbl-sofre-acao-de-despejo-e-um-de-seus-lideres-tem-divida-de-r-44-milhoes.htm</a>			
			Rodrigo Borges Torrealba												Sócio do Grupo Libra, doador para campanha de Temer			
			Rodrigo Silvestre												Diretor do Departamento do Complexo Industrial e Inovação em Saúde&nbsp;<a href=http://www.aen.pr.gov.br/modules/noticias/article.php?storyid=89663>http://www.aen.pr.gov.br/modules/noticias/article.php?storyid=89663</a>			
			Rogerio Chequer												Fundador do Vem Pra Rua&nbsp;<a href=http://www.tijolaco.com.br/blog/quem-e-rogerio-chequer-a-celebridade-do-vem-pra-rua-no-roda-viva/>http://www.tijolaco.com.br/blog/quem-e-rogerio-chequer-a-celebridade-do-vem-pra-rua-no-roda-viva/</a>			
			Sepsis												Operação da PF que apura desvios da Caixa&nbsp;<a href=http://epoca.globo.com/tempo/expresso/noticia/2016/07/sepsis-faz-buscas-em-endereco-da-familia-constantino.html>http://epoca.globo.com/tempo/expresso/noticia/2016/07/sepsis-faz-buscas-em-endereco-da-familia-constantino.html</a>			
