camaraPk	senadoId	nome	codinomes	uf	UFNasc	partidoAtual	outrosPartidos	profissoes	cargos	legislaturas	excelenciasorg	veja	politicosorg	wiki	curriculo	foto	urlCamara	outros
100058		Zenaldo Rodrigues Coutinho Júnior	Zenaldo Coutinho		PA		PTB,PDS,PSDB	Advogado		52,53,54						http://www.camara.gov.br/internet/deputado/bandep/74354.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100058&tipo=0	
100077		Múcio Gurgel de Sá	Múcio Sá		RN		PMDB,PTB,PSB	Administrador de Empresas		52						http://www.camara.gov.br/internet/deputado/bandep/74464.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100077&tipo=0	
100111		Maria de Lourdes Abadia	Maria Abadia		GO		PFL,PSDB	Professora, Assistente Social e Consultora								http://www.camara.gov.br/internet/deputado/bandep/74803.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100111&tipo=0	
100115		Eurídio Ben-Hur Ferreira	Ben-Hur Ferreira		MS		PT	Advogado e Professor								http://www.camara.gov.br/internet/deputado/bandep/74814.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100115&tipo=0	
100119		João Batista Dos Santos	João Grandão		SP		PT	Advogado, Professor e Bancário		52						http://www.camara.gov.br/internet/deputado/bandep/73454.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100119&tipo=0	
100125		Waldemir Moka Miranda Britto	Waldemir Moka		MS		MDB,PMDB	Médico e Professor		52,53						http://www.camara.gov.br/internet/deputado/bandep/73456.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100125&tipo=0	
100131		Pedro Pedrossian Filho	Pedro Pedrossian		MT		PFL,PPB	Empresário Rural		52						http://www.camara.gov.br/internet/deputado/bandep/73455.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100131&tipo=0	
100138		José Avenzoar Arruda Das Neves	Avenzoar Arruda		PB		PT	Professor e Engenheiro Mecânico								http://www.camara.gov.br/internet/deputado/bandep/74465.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100138&tipo=0	
100145		Paulo Roberto Luz Braga	Paulo Braga		BA		PDS,PFL	Agropecuarista e Administrador de Empresas								http://www.camara.gov.br/internet/deputado/bandep/74573.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100145&tipo=0	
100168		Damião Feliciano da Silva	Damião Feliciano		PB		PP,PL,PR	Médico, Radialista e Empresário		52,53,54,55						http://www.camara.gov.br/internet/deputado/bandep/74467.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100168&tipo=0	
100175		José Domiciano Cabral	Domiciano Cabral		PB		PMDB,PSDB	Administrador de Empresas e Corretor de Imóveis		52						http://www.camara.gov.br/internet/deputado/bandep/74468.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100175&tipo=0	
100196		Geraldo Magela Pereira	Magela		MG		PT	Bancário		53,54						http://www.camara.gov.br/internet/deputado/bandep/74802.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100196&tipo=0	
100200		Pedro Celso	Pedro Celso		MG		PT	Servidor Público								http://www.camara.gov.br/internet/deputado/bandep/74805.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100200&tipo=0	
100206		Nelson Tadeu Filippelli	Tadeu Filippelli		SP		PP,PMDB	Empresário e Engenheiro Elétrico		52,53						http://www.camara.gov.br/internet/deputado/bandep/74806.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100206&tipo=0	
100213		José Carlos da Fonseca Júnior	José Carlos Fonseca Jr.		ES		PFL	Diplomata								http://www.camara.gov.br/internet/deputado/bandep/74670.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100213&tipo=0	
100219		José Carlos Elias	José Carlos Elias		ES		MDB,PTB,PMDB	Agricultor e Bancário		52						http://www.camara.gov.br/internet/deputado/bandep/74671.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100219&tipo=0	
100236		Ricardo de Rezende Ferraço	Ricardo Ferraço		ES		PSDB,PTB,PPS	Superior Incompleto								http://www.camara.gov.br/internet/deputado/bandep/74674.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100236&tipo=0	
		Antônio Duarte Nogueira Júnior		SP			PSDB		DF	55			http://www.politicos.org.br/antonio-duarte-nogueira-junior	pt.wikipedia.org/wiki/Duarte_Nogueira	Arquivo 5, p. 27 e arquivo 6, p. 1			
100251		Vandeval Lima Dos Santos	Wanderval Santos		RJ		PTB,PL	Radialista e Empresário		52		http://veja.abril.com.br/infograficos/rede-escandalos/perfil/wanderval-santos.shtml?scrollto=conteudo-rede			Corrupção Passiva	http://www.camara.gov.br/internet/deputado/bandep/74702.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100251&tipo=0	
100258		Evilásio Cavalcante de Farias	Dr. Evilásio		PB		PMDB,PSDB,PSB	Médico		52						http://www.camara.gov.br/internet/deputado/bandep/74705.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100258&tipo=0	
100265		Gilberto Kassab	Gilberto Kassab		SP		PL,PFL	Economista e Engenheiro Civil		52						http://www.camara.gov.br/internet/deputado/bandep/74778.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100265&tipo=0	http://noticias.r7.com/sao-paulo/esquema-de-corrupcao-compromete-futuro-politico-de-kassab-e-seu-partido-dizem-especialistas-04112013
100268		Julio Francisco Semeghini Neto	Julio Semeghini		SP		PSDB	Engenheiro Eletroeletrônico		52,53,54						http://www.camara.gov.br/internet/deputado/bandep/74783.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100268&tipo=0	
100274		Luiz Antonio de Medeiros Neto	Medeiros		AM		PFL,PL	Metalúrgico e Torneiro Mecânico		52						http://www.camara.gov.br/internet/deputado/bandep/74786.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100274&tipo=0	
100280		Marcos Cintra Cavalcanti de Albuquerque	Marcos Cintra		SP		PDS,PL,PFL	Economista e Professor Universitário								http://www.camara.gov.br/internet/deputado/bandep/74785.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100280&tipo=0	
100289		Nello Rodolpho Giongo Filho	Nelo Rodolfo		SP		PMDB,PPB,PMDB	Advogado, Jornalista, Radialista e Publicitário								http://www.camara.gov.br/internet/deputado/bandep/74789.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100289&tipo=0	
		José Eduardo Cavalcanti De Mendonça										http://veja.abril.com.br/infograficos/rede-escandalos/perfil/duda-mendonca.shtml?scrollto=conteudo-rede		pt.wikipedia.org/wiki/Duda_Mendonça	Escândalo do Mensalinho (Renunciou para evitar a cassação)			
100307		Ricardo José Ribeiro Berzoini	Ricardo Berzoini		MG		PT	Bancário		52,53,54		http://veja.abril.com.br/infograficos/rede-escandalos/perfil/ricardo-berzoini.shtml?scrollto=conteudo-rede				http://www.camara.gov.br/internet/deputado/bandep/74793.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100307&tipo=0	
100321		Márcio Artur de Matos	Márcio Matos		SP		PMDB,PT,PTB	Médico								http://www.camara.gov.br/internet/deputado/bandep/74333.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100321&tipo=0	
100805		Edir Pedro de Oliveira	Edir Oliveira	RS	RS		MDB,PMDB,PTB	Radialista		52,53				pt.wikipedia.org/wiki/Edir_Oliveira		http://www.camara.gov.br/internet/deputado/bandep/73599.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100805&tipo=0	
100355		Osmar José Serraglio	Osmar Serraglio		RS		MDB,PMDB	Advogado e Professor Universitário		52,53,54,55						http://www.camara.gov.br/internet/deputado/bandep/73463.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100355&tipo=0	
100369		Florisvaldo Fier	Dr. Rosinha		PR		PT	Médico e Servidor Público		52,53,54						http://www.camara.gov.br/internet/deputado/bandep/73459.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100369&tipo=0	
100372		Rafael Valdomiro Greca de Macedo	Rafael Greca		PR		PDS,PDT,PFL	Economista e Engenheiro Urbanista								http://www.camara.gov.br/internet/deputado/bandep/73465.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100372&tipo=0	
100376		Bernardino Barreto de Oliveira	Oliveira Filho		RJ		PPB,PL	Radialista e Pastor Evangélico		52,54						http://www.camara.gov.br/internet/deputado/bandep/73464.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100376&tipo=0	
100393		José Roberto Batochio	José Roberto Batochio		SP		PDT	Agropecuarista e Advogado								http://www.camara.gov.br/internet/deputado/bandep/74794.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100393&tipo=0	
100402		Milton Antonio Casquel Monti	Milton Monti		SP		PL,PR	Economista e Empresário		52,53,54,55						http://www.camara.gov.br/internet/deputado/bandep/74787.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100402&tipo=0	
97175		Edison Adrião Andrino de Oliveira	Edison Andrino	SC	SC		MDB,PMDB	Bacharel em Direito e Empresário		52			http://www.politicos.org.br/edison-adriao-andrino-de-oliveira	pt.wikipedia.org/wiki/Edison_Andrino		http://www.camara.gov.br/internet/deputado/bandep/73794.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97175&tipo=0	
100443		Angela Moraes Guadagnin	Angela Guadagnin		RJ		PT	Médica		52						http://www.camara.gov.br/internet/deputado/bandep/74699.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100443&tipo=0	
100449		Luiza Erundina de Sousa	Luiza Erundina		PB		PT,PSOL	Assistente Social		52,53,54,55						http://www.camara.gov.br/internet/deputado/bandep/74784.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100449&tipo=0	
100453		Luiz Antonio Fleury Filho	Fleury		SP		PMDB,PTB	Advogado		52						http://www.camara.gov.br/internet/deputado/bandep/74700.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100453&tipo=0	
100460		Carlos Eduardo Moreira Ferreira	Moreira Ferreira		SP		PFL	Agropecuarista, Industrial e Advogado								http://www.camara.gov.br/internet/deputado/bandep/74788.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100460&tipo=0	
100467		Celso Antonio Giglio	Celso Giglio		SP		MDB,PTB,PDT,PMDB	Agropecuarista e Médico								http://www.camara.gov.br/internet/deputado/bandep/74703.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100467&tipo=0	
100477		Francisco Graziano Neto	Xico Graziano		SP		MDB,PMDB,PSDB	Agricultor, Professor Universitário e Engenheiro Agrônomo		52						http://www.camara.gov.br/internet/deputado/bandep/74797.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100477&tipo=0	
100492		André Benassi	André Benassi		SP		MDB,PMDB,PSDB	Advogado e Empresário								http://www.camara.gov.br/internet/deputado/bandep/74698.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100492&tipo=0	
100498		Hélio de Oliveira Santos	Dr. Hélio		MS		PDT,PMDB	Médico e Professor Universitário		52						http://www.camara.gov.br/internet/deputado/bandep/74779.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100498&tipo=0	
100505		Iara Bernardi	Iara Bernardi		SP		PT	Professora		52,53,54						http://www.camara.gov.br/internet/deputado/bandep/74780.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100505&tipo=0	
100509		Alberto Pereira Mourão	Alberto Mourão		SP		PMDB,PSDB,PL	Empresário		54						http://www.camara.gov.br/internet/deputado/bandep/74696.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100509&tipo=0	
100515		Emerson Kapaz	Emerson Kapaz		SP		PSDB,PPS	Empresário				http://veja.abril.com.br/infograficos/rede-escandalos/perfil/emerson-kapaz.shtml?scrollto=conteudo-rede				http://www.camara.gov.br/internet/deputado/bandep/74704.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100515&tipo=0	
123121		Edison Lobão	Edison Lobão	MA	MA		PDS	Advogado e Jornalista		55			http://www.politicos.org.br/edison-lobao	pt.wikipedia.org/wiki/Edison_Lobão	Lava a Jato	http://www.camara.gov.br/internet/deputado/bandep/131895.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=123121&tipo=0	
100544		Paulo Gilberto Gouvêa da Costa	Paulo Gouvêa		RS		ARENA,PDS,PFL	Advogado								http://www.camara.gov.br/internet/deputado/bandep/73884.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100544&tipo=0	
100551		Milton João Soares Barbosa	Milton Barbosa		BA		PMDB,PFL,PSC	Empresário, Contador e Ministro Evangélico		52,53						http://www.camara.gov.br/internet/deputado/bandep/74337.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100551&tipo=0	
100565		Antonio Carlos Silva Biscaia	Antonio Carlos Biscaia		PR		PT	Advogado, Professor Universitário e Procurador de Justiça		52,53						http://www.camara.gov.br/internet/deputado/bandep/73492.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100565&tipo=0	
100572		Ricarte de Freitas Júnior	Ricarte De Freitas		SC		PL,PSDB,PTB	Advogado		52,53			http://www.politicos.org.br/ricarte-de-freitas		Improbidade Administrativa e Formação de Quadrilha, Sanguessugas (Escândalo das Ambulâncias)	http://www.camara.gov.br/internet/deputado/bandep/73490.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100572&tipo=0	
100580		Tarcísio João Zimmermann	Tarcísio Zimmermann		RS		PT	Sociólogo		52,53						http://www.camara.gov.br/internet/deputado/bandep/73577.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100580&tipo=0	
100586		Pedro Bittencourt Neto	Pedro Bittencourt		SC		PDS,PPR,PFL	Advogado								http://www.camara.gov.br/internet/deputado/bandep/73491.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100586&tipo=0	
100592		Celso Alencar Ramos Jacob	Celso Jacob		RJ		PSB,PDT,PMDB	Economista, Professor Universitário e Consultor de Empresas		54,55						http://www.camara.gov.br/internet/deputado/bandep/73568.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100592&tipo=0	
			Edison Lobão Filho										http://www.politicos.org.br/edison-lobao-filho	pt.wikipedia.org/wiki/Edison_Lobão_Filho				
100610		João Magno de Moura	João Magno		MG		PT	Professor, Bancário e Consultor		52						http://www.camara.gov.br/internet/deputado/bandep/73572.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100610&tipo=0	
100624		Reginaldo da Silva Germano	Reginaldo Germano		RJ		PMDB,PFL,PP	Radialista		52			http://www.politicos.org.br/reginaldo-germano		Sanguessugas (Escândalo das Ambulâncias)	http://www.camara.gov.br/internet/deputado/bandep/73574.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100624&tipo=0	
100632		Ivânio Fumegali Guerra	Ivanio Guerra		RS		PFL	Médico								http://www.camara.gov.br/internet/deputado/bandep/73570.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100632&tipo=0	
100638		Joel de Hollanda Cordeiro	Joel De Hollanda		PE		PFL	Economista e Professor Universitário		52						http://www.camara.gov.br/internet/deputado/bandep/73575.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100638&tipo=0	
100649		Ricardo Moura de Albuquerque Maranhão	Ricardo Maranhão		PE		PSB	Engenheiro								http://www.camara.gov.br/internet/deputado/bandep/73578.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100649&tipo=0	
100661		João Ricardo Noronha da Silva	Ricardo Noronha		TO		PTB,PMDB	Jornalista, Radialista e Publicitário								http://www.camara.gov.br/internet/deputado/bandep/73580.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100661&tipo=0	
100678		José Helenildo Ribeiro Monteiro	Helenildo Ribeiro		PE		PDS,PTB,PSDB	Promotor de Justiça		52						http://www.camara.gov.br/internet/deputado/bandep/73582.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100678&tipo=0	
100687		Carlos Jorge Cury Mansilla	Carlos Cury		RO		PSB,PFL,PPB	Médico e Empresário								http://www.camara.gov.br/internet/deputado/bandep/73583.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100687&tipo=0	
100694		Antonio Carlos de Mendes Thame	Antonio Carlos Mendes Thame		SP		PP,PV	Professor Universitário		52,53,54,55						http://www.camara.gov.br/internet/deputado/bandep/73584.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100694&tipo=0	
100703		Clóvis Volpi	Clovis Volpi		SP		PSDB,PMDB,PV	Professor								http://www.camara.gov.br/internet/deputado/bandep/73585.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100703&tipo=0	
100710		Gessivaldo Isaías de Carvalho Silva	Gessivaldo Isaias		PI		PRONA,PMDB	Professor								http://www.camara.gov.br/internet/deputado/bandep/72553.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100710&tipo=0	
100717		Júlio César Delgado	Júlio Delgado		MG		PSB,PMDB,PPS	Advogado		52,53,54,55						http://www.camara.gov.br/internet/deputado/bandep/73586.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100717&tipo=0	
100721		José Aleksandro da Silva	José Aleksandro		CE		PPB,PFL,PSL	Professor								http://www.camara.gov.br/internet/deputado/bandep/73587.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100721&tipo=0	
100728		Carlos Mauro Cabral Benevides	Mauro Benevides		CE		PSD	Advogado, Jornalista e Professor		52,53,54,55						http://www.camara.gov.br/internet/deputado/bandep/73588.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100728&tipo=0	
100738		Antonio José Porto Mota	Antônio José Mota		CE		PMDB	Economista, Empresário e Comerciante								http://www.camara.gov.br/internet/deputado/bandep/73589.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100738&tipo=0	
100744		Joaquim Antonio de Carvalho Brito	Joaquim Brito		PE		PT	Eletricitário e Psicólogo								http://www.camara.gov.br/internet/deputado/bandep/73590.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100744&tipo=0	
